,yo,tu,el/ella,nosotros,vosotros,ellos/ellas
1197,serruchaba,serruchabas,serruchaba,serruchábamos,serruchabais,serruchaban
1198,resoplaba,resoplabas,resoplaba,resoplábamos,resoplabais,resoplaban
1199,derrochaba,derrochabas,derrochaba,derrochábamos,derrochabais,derrochaban
1200,exprimía,exprimías,exprimía,exprimíamos,exprimíais,exprimían
1201,derrumbaba,derrumbabas,derrumbaba,derrumbábamos,derrumbabais,derrumbaban
1202,sobresaltaba,sobresaltabas,sobresaltaba,sobresaltábamos,sobresaltabais,sobresaltaban
1203,desperdigaba,desperdigabas,desperdigaba,desperdigábamos,desperdigabais,desperdigaban
1204,sobrescribía,sobrescribías,sobrescribía,sobrescribíamos,sobrescribíais,sobrescribían
1205,desenganchaba,desenganchabas,desenganchaba,desenganchábamos,desenganchabais,desenganchaban
1206,equilibraba,equilibrabas,equilibraba,equilibrábamos,equilibrabais,equilibraban
1207,lamía,lamías,lamía,lamíamos,lamíais,lamían
1208,expectoraba,expectorabas,expectoraba,expectorábamos,expectorabais,expectoraban
1209,exoneraba,exonerabas,exoneraba,exonerábamos,exonerabais,exoneraban
1210,trituraba,triturabas,trituraba,triturábamos,triturabais,trituraban
1211,dañaba,dañabas,dañaba,dañábamos,dañabais,dañaban
1212,chorreaba,chorreabas,chorreaba,chorreábamos,chorreabais,chorreaban
1213,cuajaba,cuajabas,cuajaba,cuajábamos,cuajabais,cuajaban
1214,embarraba,embarrabas,embarraba,embarrábamos,embarrabais,embarraban
1215,espesaba,espesabas,espesaba,espesábamos,espesabais,espesaban
1216,teñía,teñías,teñía,teñíamos,teñíais,teñían
1217,reñía,reñías,reñía,reñíamos,reñíais,reñían
1218,aliñaba,aliñabas,aliñaba,aliñábamos,aliñabais,aliñaban
1219,mosqueaba,mosqueabas,mosqueaba,mosqueábamos,mosqueabais,mosqueaban
1220,culpaba,culpabas,culpaba,culpábamos,culpabais,culpaban
1221,señalaba,señalabas,señalaba,señalábamos,señalabais,señalaban
1222,engañaba,engañabas,engañaba,engañábamos,engañabais,engañaban
1223,añoraba,añorabas,añoraba,añorábamos,añorabais,añoraban
1224,diseñaba,diseñabas,diseñaba,diseñábamos,diseñabais,diseñaban
1225,escaldaba,escaldabas,escaldaba,escaldábamos,escaldabais,escaldaban
1226,apuñalaba,apuñalabas,apuñalaba,apuñalábamos,apuñalabais,apuñalaban
1227,desempeñaba,desempeñabas,desempeñaba,desempeñábamos,desempeñabais,desempeñaban
1228,regañaba,regañabas,regañaba,regañábamos,regañabais,regañaban
1229,entrañaba,entrañabas,entrañaba,entrañábamos,entrañabais,entrañaban
1230,reseñaba,reseñabas,reseñaba,reseñábamos,reseñabais,reseñaban
